OTTER NO,recap,DATE,YEAR,LOCATION,STATE,REGION,AREA,LAT,LONG,SEX,WEIGHT,TAIL_LGTH_1,TAIL_LGTH_2,TAIL_LGTH_3,mean_tail_lgth,LGTH1,LGTH2,LGTH3,curvilinear_correction,mean_lgth,true_standard_lgth,body_lgth,CURVE_LGTH1,CURVE_LGTH2,GIRTH1,GIRTH2,mean_girth,PAW,W_PUP,PUP_NUMBER,PUP_SEX,PUP_WGHT,PUP_LGTH,PUP_CURVLGTH,FETUS_PRES,FETUS_NUM,FETUS_SEX,FETUS_WT,FETUS_LTH,FE_REP_CON,FE_REP_STA,PREGNANCY_STATUS,CAN_DIA,FINAL_AGE,AGE_CATEGORY,BACULA_LGTH,comments,Cause_of_death_Capture_method
90-057,0,1990-04-24,1990,wknight,Alaska,PWS,WPWS,60.265145,-147.936408,F,18.8,-9,-9,-9,-9,121.9,-9,-9,1,121.9,121.9,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NPP,-9,-9,7,-9,.,0
90-058,0,1990-04-24,1990,wknight,Alaska,PWS,WPWS,60.265145,-147.936408,F,20.4,-9,-9,-9,-9,118.1,-9,-9,1,118.1,118.1,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,PP,-9,-9,7,-9,.,0
90-059,0,1990-04-24,1990,wknight,Alaska,PWS,WPWS,60.265145,-147.936408,F,20.2,-9,-9,-9,-9,123.4,-9,-9,1,123.4,123.4,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NPP,-9,-9,7,-9,.,0
90-060,0,1990-04-25,1990,wknight,Alaska,PWS,WPWS,60.265145,-147.936408,F,24.5,-9,-9,-9,-9,124.5,-9,-9,1,124.5,124.5,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,PP,-9,-9,7,-9,.,0
90-061,0,1990-04-26,1990,wknight,Alaska,PWS,WPWS,60.328037,-147.898641,F,16.6,-9,-9,-9,-9,106.7,-9,-9,1,106.7,106.7,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,1.5,-9,.,0
90-062,0,1990-04-26,1990,wknight,Alaska,PWS,WPWS,60.328037,-147.898641,F,24.9,-9,-9,-9,-9,123.2,-9,-9,1,123.2,123.2,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,PP,-9,-9,7,-9,.,0
90-063,0,1990-04-26,1990,wknight,Alaska,PWS,WPWS,60.328037,-147.898641,F,24.5,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,PP,-9,-9,7,-9,.,0
90-064,0,1990-04-26,1990,wknight,Alaska,PWS,WPWS,60.328037,-147.898641,F,19.5,-9,-9,-9,-9,121.9,-9,-9,1,121.9,121.9,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NPP,-9,-9,7,-9,.,0
90-065,0,1990-04-27,1990,wknight,Alaska,PWS,WPWS,60.281389,-147.924883,F,24.3,-9,-9,-9,-9,119.4,-9,-9,1,119.4,119.4,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,PP,-9,-9,7,-9,.,0
90-066,0,1990-04-28,1990,montague,Alaska,PWS,WPWS,60.309838,-147.207528,F,19.3,-9,-9,-9,-9,110.5,-9,-9,1,110.5,110.5,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NPP,-9,-9,13,-9,.,0
90-067,1,1997-07-27,1997,montague,Alaska,PWS,WPWS,60.246031,-147.209183,F,23.8,-9,-9,-9,-9,121.5,-9,-9,1,121.5,121.5,-9,-9,-9,75,-9,75,46.5,Y,90-067a,M,15.9,-9,-9,.,-9,.,-9,-9,.,.,NP,7.5,8,7,-9,given number SO-97-40 in 1997 capture,0
90-067,1,1990-04-28,1990,montague,Alaska,PWS,WPWS,60.309838,-147.207528,F,14.1,-9,-9,-9,-9,102.2,-9,-9,1,102.2,102.2,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,1,1.5,-9,.,0
90-068,0,1990-04-28,1990,montague,Alaska,PWS,WPWS,60.309838,-147.207528,F,24,-9,-9,-9,-9,124.5,-9,-9,1,124.5,124.5,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,PP,-9,-9,7,-9,.,0
90-069,0,1990-04-29,1990,montague,Alaska,PWS,WPWS,60.309838,-147.207528,M,15.9,-9,-9,-9,-9,106.7,-9,-9,1,106.7,106.7,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,21,.,0
90-070,0,1990-04-29,1990,montague,Alaska,PWS,WPWS,60.309838,-147.207528,F,16.8,-9,-9,-9,-9,111.8,-9,-9,1,111.8,111.8,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,1.5,-9,.,0
90-071,0,1990-04-28,1990,montague,Alaska,PWS,WPWS,60.309838,-147.207528,F,21.1,-9,-9,-9,-9,121.9,-9,-9,1,121.9,121.9,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NPP,-9,-9,13,-9,.,0
90-072,0,1990-04-29,1990,montague,Alaska,PWS,WPWS,60.309838,-147.207528,F,15.4,-9,-9,-9,-9,111.8,-9,-9,1,111.8,111.8,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,1.5,-9,.,0
90-073,1,1997-07-27,1997,montague,Alaska,PWS,WPWS,60.246031,-147.209183,F,25.4,-9,-9,-9,-9,122,-9,-9,1,122,122,-9,-9,-9,80,-9,80,54,Y,90-073a,F,12.2,-9,-9,.,-9,.,-9,-9,.,.,NP,7.8,9,7,-9,given number SO-97-35 in 1997 capture,0
90-073,1,1990-04-28,1990,montague,Alaska,PWS,WPWS,60.309838,-147.207528,F,18.4,-9,-9,-9,-9,111.8,-9,-9,1,111.8,111.8,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,2,1.5,-9,.,0
90-074,0,1990-04-30,1990,green island,Alaska,PWS,WPWS,60.197769,-147.521932,F,25.2,-9,-9,-9,-9,120.7,-9,-9,1,120.7,120.7,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,PP,-9,-9,7,-9,.,0
90-075,0,1990-04-30,1990,green island,Alaska,PWS,WPWS,60.197769,-147.521932,F,23.1,-9,-9,-9,-9,127.6,-9,-9,1,127.6,127.6,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,PP,-9,-9,13,-9,.,0
90-076,0,1990-04-30,1990,green island,Alaska,PWS,WPWS,60.197769,-147.521932,F,20.2,-9,-9,-9,-9,120.7,-9,-9,1,120.7,120.7,-9,-9,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,7,-9,.,0
90-077,0,1990-04-30,1990,green island,Alaska,PWS,WPWS,60.197769,-147.521932,F,20.2,-9,-9,-9,-9,125.7,-9,-9,1,125.7,125.7,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,1.5,-9,.,0
90-101,0,1990-09-03,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,M,16.6,-9,-9,-9,-9,102.9,-9,-9,1,102.9,102.9,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-102,0,1990-09-03,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,M,11.3,-9,-9,-9,-9,96.5,-9,-9,1,96.5,96.5,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-103,0,1990-09-03,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,F,10.7,-9,-9,-9,-9,96.5,-9,-9,1,96.5,96.5,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-104,0,1990-09-03,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,M,11.8,-9,-9,-9,-9,96.5,-9,-9,1,96.5,96.5,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-106,0,1990-09-04,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,M,11.3,-9,-9,-9,-9,99.1,-9,-9,1,99.1,99.1,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-107,0,1990-09-04,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,M,15.2,-9,-9,-9,-9,104.1,-9,-9,1,104.1,104.1,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-108,0,1990-09-04,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,F,10.2,-9,-9,-9,-9,99.1,-9,-9,1,99.1,99.1,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-110,0,1990-09-04,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,F,20.4,-9,-9,-9,-9,121.9,-9,-9,1,121.9,121.9,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,-9,1.5,-9,.,0
90-111,0,1990-09-05,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,M,15.6,-9,-9,-9,-9,104.1,-9,-9,1,104.1,104.1,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-112,0,1990-09-05,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,F,17.2,-9,-9,-9,-9,104.1,-9,-9,1,104.1,104.1,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-113,0,1990-09-05,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,F,6.4,-9,-9,-9,-9,78.7,-9,-9,1,78.7,78.7,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-114,0,1990-09-08,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,M,13.6,-9,-9,-9,-9,101.6,-9,-9,1,101.6,101.6,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-115,0,1990-09-09,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,F,15.4,-9,-9,-9,-9,106.7,-9,-9,1,106.7,106.7,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-116,0,1990-09-09,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,M,11.8,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-117,0,1990-09-09,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,F,19.5,-9,-9,-9,-9,125.1,-9,-9,1,125.1,125.1,-9,-9,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,3,7,-9,originally 88-208,0
90-118,0,1990-09-09,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,M,15.9,-9,-9,-9,-9,106.7,-9,-9,1,106.7,106.7,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-119,0,1990-09-10,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,M,11.3,-9,-9,-9,-9,100.3,-9,-9,1,100.3,100.3,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-120,0,1990-09-13,1990,wknight,Alaska,PWS,WPWS,60.265145,-147.936408,M,12.9,-9,-9,-9,-9,102.2,-9,-9,1,102.2,102.2,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,9,.,0
90-121,0,1990-09-15,1990,wknight,Alaska,PWS,WPWS,60.338085,-147.76516,F,13.6,-9,-9,-9,-9,99.1,-9,-9,1,99.1,99.1,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-122,0,1990-09-15,1990,wknight,Alaska,PWS,WPWS,60.300555,-147.869732,M,11.3,-9,-9,-9,-9,96.5,-9,-9,1,96.5,96.5,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,9,.,0
90-123,0,1990-09-15,1990,wknight,Alaska,PWS,WPWS,60.338085,-147.76516,M,11.6,-9,-9,-9,-9,99.1,-9,-9,1,99.1,99.1,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,9,.,0
90-124,0,1990-09-15,1990,wknight,Alaska,PWS,WPWS,60.338085,-147.76516,M,14.1,-9,-9,-9,-9,101.6,-9,-9,1,101.6,101.6,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,9.3,.,0
90-125,0,1990-09-15,1990,wknight,Alaska,PWS,WPWS,60.352743,-147.838899,M,9.8,-9,-9,-9,-9,92.7,-9,-9,1,92.7,92.7,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,9,.,0
90-126,0,1990-09-20,1990,wknight,Alaska,PWS,WPWS,60.288446,-147.815258,M,11.1,-9,-9,-9,-9,96.5,-9,-9,1,96.5,96.5,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-127,0,1990-09-21,1990,chenega,Alaska,PWS,WPWS,60.379987,-148.126961,F,9.5,-9,-9,-9,-9,88.9,-9,-9,1,88.9,88.9,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-128,0,1990-09-21,1990,chenega,Alaska,PWS,WPWS,60.379987,-148.126961,M,15.4,-9,-9,-9,-9,104.1,-9,-9,1,104.1,104.1,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,9.5,.,0
90-129,0,1990-09-21,1990,chenega,Alaska,PWS,WPWS,60.379987,-148.126961,M,11.8,-9,-9,-9,-9,94,-9,-9,1,94,94,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,9,.,0
90-130,0,1990-09-22,1990,chenega,Alaska,PWS,WPWS,60.398751,-148.15467,F,7.7,-9,-9,-9,-9,96.5,-9,-9,1,96.5,96.5,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-131,0,1990-09-22,1990,chenega,Alaska,PWS,WPWS,60.398751,-148.15467,M,8.6,-9,-9,-9,-9,86.4,-9,-9,1,86.4,86.4,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,7.2,.,0
90-132,0,1990-09-22,1990,chenega,Alaska,PWS,WPWS,60.398751,-148.15467,M,9.3,-9,-9,-9,-9,91.4,-9,-9,1,91.4,91.4,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,8,.,0
90-133,0,1990-09-22,1990,chenega,Alaska,PWS,WPWS,60.398751,-148.15467,M,11.6,-9,-9,-9,-9,99.1,-9,-9,1,99.1,99.1,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,7.2,.,0
90-134,0,1990-09-22,1990,chenega,Alaska,PWS,WPWS,60.398751,-148.15467,F,10.2,-9,-9,-9,-9,95.9,-9,-9,1,95.9,95.9,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-135,0,1990-09-24,1990,montague,Alaska,PWS,WPWS,60.309847,-147.207528,M,11.3,-9,-9,-9,-9,100.3,-9,-9,1,100.3,100.3,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-136,0,1990-09-25,1990,montague,Alaska,PWS,WPWS,60.309847,-147.207528,F,10.4,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-137,0,1990-09-25,1990,montague,Alaska,PWS,WPWS,60.274207,-147.21513,M,14.1,-9,-9,-9,-9,101.6,-9,-9,1,101.6,101.6,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,8.7,.,0
90-138,0,1990-09-25,1990,montague,Alaska,PWS,WPWS,60.274207,-147.21513,F,12.2,-9,-9,-9,-9,97.8,-9,-9,1,97.8,97.8,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-139,0,1990-09-25,1990,montague,Alaska,PWS,WPWS,60.309847,-147.207528,M,11.3,-9,-9,-9,-9,95.3,-9,-9,1,95.3,95.3,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,8.3,.,0
90-140,0,1990-09-25,1990,montague,Alaska,PWS,WPWS,60.249354,-147.208699,M,10,-9,-9,-9,-9,92.7,-9,-9,1,92.7,92.7,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,8.5,.,0
90-141,0,1990-09-26,1990,montague,Alaska,PWS,WPWS,60.222805,-147.280838,M,12.2,-9,-9,-9,-9,100.3,-9,-9,1,100.3,100.3,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,8.4,.,0
90-142,0,1990-09-26,1990,montague,Alaska,PWS,WPWS,60.222805,-147.280838,M,10.4,-9,-9,-9,-9,95.9,-9,-9,1,95.9,95.9,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,8.5,.,0
90-143,0,1990-09-30,1990,nknight,Alaska,PWS,WPWS,60.402668,-147.645506,M,10,-9,-9,-9,-9,94,-9,-9,1,94,94,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,7,.,0
90-144,0,1990-09-30,1990,nknight,Alaska,PWS,WPWS,60.402668,-147.645506,M,11.8,-9,-9,-9,-9,94.6,-9,-9,1,94.6,94.6,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,8.2,.,0
90-145,0,1990-10-01,1990,nknight,Alaska,PWS,WPWS,60.495262,-147.693268,M,12.2,-9,-9,-9,-9,101,-9,-9,1,101,101,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-146,0,1990-10-01,1990,nknight,Alaska,PWS,WPWS,60.437089,-147.769775,F,9.5,-9,-9,-9,-9,94,-9,-9,1,94,94,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-147,0,1990-10-01,1990,wknight,Alaska,PWS,WPWS,60.382888,-147.838641,M,13.2,-9,-9,-9,-9,109.2,-9,-9,1,109.2,109.2,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,8.8,.,0
90-148,0,1990-10-02,1990,wknight,Alaska,PWS,WPWS,60.317723,-147.913908,M,13.2,-9,-9,-9,-9,96.5,-9,-9,1,96.5,96.5,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-149,0,1990-10-02,1990,wknight,Alaska,PWS,WPWS,60.323237,-147.790596,F,10.4,-9,-9,-9,-9,94,-9,-9,1,94,94,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-150,0,1990-10-02,1990,wknight,Alaska,PWS,WPWS,60.323237,-147.790596,F,8.6,-9,-9,-9,-9,90.2,-9,-9,1,90.2,90.2,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-151,0,1990-10-02,1990,wknight,Alaska,PWS,WPWS,60.323237,-147.790596,F,9.3,-9,-9,-9,-9,92.7,-9,-9,1,92.7,92.7,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-152,0,1990-10-03,1990,chenega,Alaska,PWS,WPWS,60.342605,-148.22648,F,11.8,-9,-9,-9,-9,95.3,-9,-9,1,95.3,95.3,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-153,0,1990-10-03,1990,chenega,Alaska,PWS,WPWS,60.342605,-148.22648,F,13.2,-9,-9,-9,-9,97.8,-9,-9,1,97.8,97.8,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-154,0,1990-10-03,1990,chenega,Alaska,PWS,WPWS,60.342605,-148.22648,M,10.9,-9,-9,-9,-9,88.9,-9,-9,1,88.9,88.9,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,7.9,.,0
90-155,0,1990-10-04,1990,chenega,Alaska,PWS,WPWS,60.379987,-148.126961,F,9.5,-9,-9,-9,-9,92.7,-9,-9,1,92.7,92.7,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-156,0,1990-10-05,1990,PWS - whale bay,Alaska,PWS,WPWS,60.233745,-148.258742,F,9.8,-9,-9,-9,-9,86.4,-9,-9,1,86.4,86.4,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-157,0,1990-10-05,1990,PWS - whale bay,Alaska,PWS,WPWS,60.209829,-148.286012,F,13.2,-9,-9,-9,-9,97.8,-9,-9,1,97.8,97.8,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-158,0,1990-10-06,1990,PWS - whale bay,Alaska,PWS,WPWS,60.152441,-148.210365,M,10.4,-9,-9,-9,-9,91.4,-9,-9,1,91.4,91.4,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,7.5,.,0
90-159,0,1990-10-06,1990,evans island,Alaska,PWS,WPWS,60.086137,-148.066797,M,9.3,-9,-9,-9,-9,88.9,-9,-9,1,88.9,88.9,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,7,.,0
90-160,0,1990-10-06,1990,wknight,Alaska,PWS,WPWS,60.178089,-147.82541,M,13.2,-9,-9,-9,-9,97.8,-9,-9,1,97.8,97.8,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-161,0,1990-10-06,1990,green island,Alaska,PWS,WPWS,60.243001,-147.380762,M,10.9,-9,-9,-9,-9,92.7,-9,-9,1,92.7,92.7,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-162,0,1990-10-08,1990,montague,Alaska,PWS,WPWS,60.309838,-147.207528,M,11.3,-9,-9,-9,-9,97.8,-9,-9,1,97.8,97.8,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-163,0,1990-10-08,1990,montague,Alaska,PWS,WPWS,60.249345,-147.208699,M,9.5,-9,-9,-9,-9,96.5,-9,-9,1,96.5,96.5,-9,-9,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,0
90-164,0,1990-10-09,1990,montague,Alaska,PWS,WPWS,60.234569,-147.233847,F,13.2,-9,-9,-9,-9,101.6,-9,-9,1,101.6,101.6,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-165,0,1990-10-10,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,M,14.1,-9,-9,-9,-9,100.3,-9,-9,1,100.3,100.3,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,9,.,0
90-166,0,1990-10-11,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,F,15,-9,-9,-9,-9,106.7,-9,-9,1,106.7,106.7,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
90-167,0,1990-10-11,1990,simpson bay,Alaska,PWS,EPWS,60.645579,-145.900736,F,14.3,-9,-9,-9,-9,105.4,-9,-9,1,105.4,105.4,-9,-9,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,NP,-9,0,0,-9,.,0
