OTTER NO,recap,DATE,YEAR,LOCATION,STATE,REGION,AREA,LAT,LONG,SEX,WEIGHT,TAIL_LGTH_1,TAIL_LGTH_2,TAIL_LGTH_3,mean_tail_lgth,LGTH1,LGTH2,LGTH3,curvilinear_correction,mean_lgth,true_standard_lgth,body_lgth,CURVE_LGTH1,CURVE_LGTH2,GIRTH1,GIRTH2,mean_girth,PAW,W_PUP,PUP_NUMBER,PUP_SEX,PUP_WGHT,PUP_LGTH,PUP_CURVLGTH,FETUS_PRES,FETUS_NUM,FETUS_SEX,FETUS_WT,FETUS_LTH,FE_REP_CON,FE_REP_STA,PREGNANCY_STATUS,CAN_DIA,FINAL_AGE,AGE_CATEGORY,BACULA_LGTH,comments,Cause_of_death_Capture_method
67473,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,122.8,-9,126,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,4,7,-9,.,1
67474,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,19.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,10,7,-9,.,1
67475,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,21.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,5,7,-9,.,1
67476,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,23.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,132.5,-9,136,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,14,13,-9,.,1
67477,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,24,-9,-9,-9,-9,-9,-9,-9,0.974,-9,120.8,-9,124,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,1834,64,IMP,M,P,-9,-9,7,-9,.,1
67478,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,22.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,135.4,-9,139,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,5,7,-9,.,1
67479,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,29.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,137.4,-9,141,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,9,7,16.4,.,1
67480,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,17.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,117.9,-9,121,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,4,7,-9,.,1
67481,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,20.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,121.8,-9,125,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,M,NP,-9,12,13,-9,.,1
67482,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,20.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,11,13,-9,.,1
67483,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,7,7,-9,.,1
67484,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,20.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,4,7,-9,.,1
67485,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,117.9,-9,121,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,3,7,-9,.,1
67486,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,21.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,N,NP,-9,3,7,-9,.,1
67487,0,1967-10-05,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,134.5,-9,138,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,15,13,-9,.,1
67488,0,1967-10-06,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,5.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,81.9,-9,84,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,5.9,.,1
67489,0,1967-10-06,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,21.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,129.6,-9,133,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,13,13,-9,.,1
67490,0,1967-10-06,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,236,35,IMP,M,P,-9,9,7,-9,.,1
67491,0,1967-10-06,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,23.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,131.5,-9,135,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,9,7,-9,.,1
67492,0,1967-10-07,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,125.7,-9,129,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,EST,M,NP,-9,8,7,-9,.,1
67493,0,1967-10-07,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,24.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,128.6,-9,132,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,12,13,-9,.,1
67494,0,1967-10-07,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,129.6,-9,133,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,9,7,-9,.,1
67495,0,1967-10-07,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,6.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,87.7,-9,90,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,0,0,-9,.,1
67496,0,1967-10-07,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,132.5,-9,136,-9,-9,-9,-9,-9,N,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,-9,7,-9,.,1
67497,0,1967-10-07,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,24,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,7,7,-9,.,1
67498,0,1967-10-07,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,20,-9,-9,-9,-9,-9,-9,-9,0.974,-9,131.5,-9,135,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,N,0,.,-9,-9,EST,M,NP,-9,8,7,-9,.,1
67499,0,1967-10-07,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,25.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,135.4,-9,139,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,16.2,.,1
67500,0,1967-10-07,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,23.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,135.4,-9,139,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,POS,M,NP,-9,-9,7,-9,.,1
67501,0,1967-10-08,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,10,-9,-9,-9,-9,-9,-9,-9,0.974,-9,98.4,-9,101,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,5.7,.,1
67502,0,1967-10-08,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,21.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,128.6,-9,132,-9,-9,-9,-9,-9,Y,67501,M,10,98.4,101,N,0,.,-9,-9,ANE,M,NP,-9,9,7,-9,.,1
67503,0,1967-10-08,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,129.6,-9,133,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,5,7,-9,.,1
67504,0,1967-10-08,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,17.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,118.9,-9,122,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,2,1.5,-9,.,1
67505,0,1967-10-08,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,F,15.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,115,-9,118,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,3,7,-9,.,1
67968,0,1967-07-09,1967,amchitka,Alaska,west aleutians,rats,51.490426,179.046062,M,11.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,93.5,-9,96,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,1
68141,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,15.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,117.9,-9,121,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,3,7,-9,.,1
68142,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,117.9,-9,121,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,3,7,-9,.,1
68143,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,16.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,105.2,-9,108,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,2,1.5,-9,.,1
68144,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,15.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,116.9,-9,120,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,3,7,-9,.,1
68145,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,113,-9,116,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,2,1.5,-9,.,1
68146,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,124.7,-9,128,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,EST,N,NP,-9,4,7,-9,.,1
68147,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,14.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,107.2,-9,110,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,1,1.5,-9,.,1
68148,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,120.8,-9,124,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,51.6,16.8,IMP,M,P,-9,6,7,-9,.,1
68149,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,36.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,145.2,-9,149,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,12,13,-9,.,1
68150,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,18.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,119.9,-9,123,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,3,7,-9,.,1
68151,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,22.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,12,13,-9,.,1
68152,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,15,-9,-9,-9,-9,-9,-9,-9,0.974,-9,109.1,-9,112,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,3,7,-9,.,1
68153,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,24,-9,-9,-9,-9,-9,-9,-9,0.974,-9,131.5,-9,135,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,.,N,NP,-9,11,13,-9,.,1
68154,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,23.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,132.5,-9,136,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,M,NP,-9,15,13,-9,.,1
68155,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,129.6,-9,133,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,P,NP,-9,7,7,-9,.,1
68156,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,114,-9,117,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,8,7,-9,.,1
68157,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,23.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,131.5,-9,135,-9,-9,-9,-9,-9,Y,68158,M,6.8,85.7,88,N,0,.,-9,-9,ANE,M,NP,-9,15,13,-9,.,1
68158,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,6.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,85.7,-9,88,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,1
68159,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,Y,68160,M,11.8,97.4,100,N,0,.,-9,-9,ANE,.,NP,-9,8,7,-9,.,1
68160,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,11.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,97.4,-9,100,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,1
68161,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,20,-9,-9,-9,-9,-9,-9,-9,0.974,-9,122.8,-9,126,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,8,7,-9,.,1
68162,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,21.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,125.7,-9,129,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,5,7,-9,.,1
68163,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,21.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,U,0.2,-9,IMP,M,P,-9,7,7,-9,.,1
68164,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,N,0,.,-9,-9,EST,M,NP,-9,6,7,-9,.,1
68165,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,113,-9,116,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,1,1.5,-9,.,1
68166,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,20,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,9,7,-9,.,1
68167,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,2.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,62.4,-9,64,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,-9,.,1
68168,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,15.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,106.2,-9,109,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,2,1.5,-9,.,1
68169,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,15.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,111.1,-9,114,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,1,1.5,-9,.,1
68170,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,18.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,118.9,-9,122,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,2,1.5,-9,.,1
68171,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,115,-9,118,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,1.5,-9,.,1
68172,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,25.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,132.5,-9,136,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,-9,.,1
68173,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,20,-9,-9,-9,-9,-9,-9,-9,0.974,-9,137.4,-9,141,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,14,13,-9,.,1
68174,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,29.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,141.3,-9,145,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,-9,.,1
68175,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,24,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,6,7,-9,.,1
68176,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,34,-9,-9,-9,-9,-9,-9,-9,0.974,-9,138.4,-9,142,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,8,7,-9,.,1
68177,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,15,-9,-9,-9,-9,-9,-9,-9,0.974,-9,111.1,-9,114,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,1,1.5,-9,.,1
68178,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,117.9,-9,121,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,2,1.5,-9,.,1
68179,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,21.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,10,7,-9,.,1
68180,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,124.7,-9,128,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,9,7,-9,.,1
68181,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,13.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,107.2,-9,110,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,2,1.5,-9,.,1
68182,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,17.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,110.1,-9,113,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,2,1.5,-9,.,1
68183,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,16.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,111.1,-9,114,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,1,1.5,-9,.,1
68184,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,29.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,137.4,-9,141,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,-9,.,1
68185,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,32.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,138.4,-9,142,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,13,13,-9,.,1
68186,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,24,-9,-9,-9,-9,-9,-9,-9,0.974,-9,131.5,-9,135,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,12,13,-9,.,1
68187,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,6.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,84.8,-9,87,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,N,0,.,-9,-9,.,.,NP,-9,0,0,-9,.,1
68188,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,13.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,107.2,-9,110,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,1,1.5,-9,.,1
68189,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,M,12.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,101.3,-9,104,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,1,1.5,-9,.,1
68190,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,129.6,-9,133,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,M,NP,-9,-9,7,-9,.,1
68191,0,1968-10-12,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,121.8,-9,125,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,8,7,-9,.,1
68192,0,1968-10-13,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,18.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,N,NP,-9,3,7,-9,.,1
68193,0,1968-10-13,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,10,7,-9,.,1
68194,0,1968-10-13,1968,kanaga,Alaska,west aleutians,andreanofs,51.754884,-177.248616,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,125.7,-9,129,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,11,13,-9,.,1
