OTTERNO,Date,Ottername,Blood Kit#,Region,PermitType,CaptureTime,General Location,Area,Captur_Loc-N/S,Capture_Loc-E/W,Previously Captured?,Capture Team,Capture Method,Caught with pup?,Caught with others?,Palpably Pregnant?,Right Tags,R-New?,Left Tags,L- New?,R Pit Tag #,R-working?,L Pit Tag #,L-working?,Radio Tag Freq,VHF type,TDR #,Capture Comments,Sex,AgeClass,Grizzle,Nose Wound,Weight (lbs),Weight (kg),Length (cm),Girth (cm),Tail Length (cm),Right paw width (mm),Baculum length (cm),General Tooth Wear,Incisor Comments,Canine Comments,Molar Comments,Canine width (mm),Oral lesions,Age Estimate,Age Estimator,Digital Photo of Mouth,Digital Photo of Nose,Tooth Age Est,Tooth Age Est Quality,Appearance Comments,Pup UON,Pup sex,Pup Weight (kg),Pup Length (cm),Release Type,Release Loc-N/S,Release Loc-E/W
N-1317-07-S,29-Jul-10,7-609,1,MON,TINKER/ESTES,12:37,CYPG,MON,36.5784,-121.97735,YES,Kenner,Wilson Traps/ Divers,NO,YES,NO,TQ-1/2-MBA 204,YES,YE-1/2-43,YES,,NO,487A57787B,YES,167.609,Thermister,removed,TDR removed,f,a,2,3,45.6,20.7,120.1,73.9,29.4,47,,Light,,,,7.4,,7,STAEDLER,NO,NO,,,More distinct nose scar forming; Lambdoidal crest to nose: 17.5 mm; Temple to Temple: 90.02 mm,,,,,Shore Release,36?35.005,-121?58.343
N-1321-07-S,10-Jun-09,7-613,440,MON,TINKER/ESTES,10:52,CYPG,MON,36.575817,-121.9749,YES,Harris,Wilson Traps/ Divers,NO,YES,NO,TQ-12-MBA 312,YES,BR-1/2-22,YES,,NO,487912133A,YES,167.613,Thermister,removed,,f,a,3,3,42.3,19.2,120,68.5,28,49.1,,Heavy,,,,7.4,,11,STAEDLER,NO,NO,,,,,,,,Boat Release,36?34.549,-121?58.494
N-1325-07-S,27-Sep-07,7-753,352,MON,TINKER/ESTES,15:56,BIRN,MON,36.610583,-121.966067,NO,Kemer,Wilson Traps/ Divers,NO,NO,NO,TQ-1/2-MBA 057,YES,OR-12-6787,YES,,NO,487964481D,YES,167.753,Thermister,790336,0,f,a,1,3,47.8,21.7,114.7,73,28.6,44.2,,Light,,,,6.8,,5.5,YOUNG,NO,NO,3,B,Pictures:  72-73; aged at  3-4 by Matson; broken tooth,,,,,Shore Release,36?35.002,-121?58.268
N-1327-07-S,27-Sep-07,7-649,349,MON,TINKER/ESTES,17:05,CYPG,MON,36.575933,-121.973817,NO,Esslinger,Wilson Traps/ Divers,NO,YES,NO,TQ-12-MBA 021,YES,PU-12-7030,YES,,NO,,NO,167.649,Thermister,790339,,f,a,2,1,45.6,20.7,118.5,84.5,31,43.2,,Very Light,,,,7.1,,4,STAEDLER,NO,NO,6,B,"aged 5-7 by Matson, no photo. Pit tag not done",,,,,Shore Release,36?34.999,-121?58.255
N-1328-07-S,27-Sep-07,7-595,357,MON,TINKER/ESTES,17:05,CYPG,MON,36.575933,-121.973817,NO,Hatfield,Wilson Traps/ Divers,NO,YES,NO,TQ-45-MBA 079,YES,WH-12-6474,YES,,NO,48793A6550,YES,167.595,Thermister,790335,,f,a,2,1,42.8,19.4,118.5,70.5,29.4,44.5,,Very Light,,,upper rt. Pm1 broken.,6.7,,3.5,STAEDLER,NO,NO,4,A,Photos:  76-78,,,,,Shore Release,35?34.999,-121?58.255
N-1329-07-S,7-Jun-10,7-665,513,MON,TINKER/ESTES,12:45,ELTO,MON,36.61765,-121.8978,YES,Hatfield,Wilson Traps/ Divers,NO,YES,NO,TQ-12-MBA 238,YES,RE-45-149,YES,475E184207,YES,4898224950,YES,167.665,Thermister,,,f,a,3,1,45.9,20.8,119.8,74,28.4,42.1,,Very Light,,,,6.6,,3.5,VIENS,NO,NO,,,Normal body condition; not palpably pregnant,,,,,MBA Davit,36?37.142,-121?54.039
N-1329-07-S,13-Feb-12,7-665,111,MON,TINKER/ESTES,10:50,MHAR,MON,36.609283,-121.893233,YES,Mayer,Restraint Gloves,NO,NO,NO,TQ-1/2-MBA 229,NO,RE-45-6029,NO,,NO,4878224950,YES,167.665,Thermister,,"Capture with restraint gloves off the CGP docks. Did not have pup which according to a trusted sources she had on 2/12/12, Was lethargic and not concerned with people.  Radio not working. MBA #580-12",f,a,4,4,39.2,17.8,118.9,68.6,28.3,42.6,,,,,,,,7.5,STAEDLER,NO,NO,,,"Moderate swelling, erythema on muzzle, nasal pad - older injury - 1 cm laceration L upper lip.  Avulsed claws- L manus digit 1/2.  Upper airway stridor; swollen muzzle.",,,,,Shore Release,36?36.557,-121?53.594
N-1333-08-S,24-Aug-09,Blanca,459,MON,TINKER/ESTES,15:45,MBA,MON,36.619083,-121.900033,YES,Harris,Wilson Traps/ Divers,NO,NO,YES,WH-12-6487,NO,WH-12-6496,NO,,NO,47623C607D,YES,,,,,f,s,2,2,43.2,19.6,115,72.4,28.1,44.9,,,,,,7.5,,1.97,KNOWN DOB,NO,NO,,,"Palpably pregnant; but may have lost pup, we never saw it",,,,,MBA Davit,36?37.142,-121?54.039
N-1333-08-S,19-Apr-12,Blanca,584,MON,TINKER/ESTES,14:30,MBIN,MON,36.612567,-121.895267,YES,Harris,Wilson Traps/ Divers,NO,NO,NO,,YES,,YES,,NO,47623C607D,YES,167.578,Thermister,,,f,a,2,2,48.1,21.8,119.7,78.1,28.2,45.1,,,,,,,,5,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.143,-121?54.041
N-1333-08-S,2-Dec-09,Blanca,507,MON,TINKER/ESTES,15:48,ELTO,MON,36.617183,-121.89645,YES,Hatfield,Wilson Traps/ Divers,NO,NO,NO,WH-12-6487,NO,WH-12-6496,NO,,NO,47623C607D,YES,165.345,Thermister,990401,,f,s,1,1,47.8,21.7,116.1,74.8,28.7,45.7,,Very Light,,,,7.1,,2.25,STAEDLER,NO,NO,,,"temple-temple=127.4, nose-chest=176.1",,,,,Boat Release,36?37.142,-121?54.039
N-1334-08-S,16-Dec-10,Lola,521,MON,TINKER/ESTES,14:05,HMSE,MON,36.622617,-121.90105,YES,Young,Wilson Traps/ Divers,NO,YES,NO,CH-1/2-MBA 138,YES,CH-12-139,YES,4878326A28,YES,4734625372,YES,166.69,Thermister,990397,,f,s,2,1,39,17.7,112.7,68.9,27.6,44,,Light,,,,7.1,,3.11,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1334-08-S,2-Sep-11,Lola,529,MON,TINKER/ESTES,11:56,HMSE,MON,36.622317,-121.901967,YES,Hatfield,Wilson Traps/ Divers,NO,NO,NO,CH-1/2-MBA 144,YES,CH-12-149,YES,,NO,4878326A28,YES,166.69,Thermister,removed,,f,a,3,4,40.8,18.5,112.15,74.5,28.3,41.8,,,,,,,,3,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1343-08-S,24-Aug-09,Marigold,457,MON,TINKER/ESTES,12:35,PPE,MON,36.642117,-121.936567,YES,Harris,Wilson Traps/ Divers,NO,NO,NO,YE-1/2-MBA 050,YES,YE-45-7000,YES,,NO,48791C663B,YES,167.554,Thermister,890377,,f,s,1,,30.4,13.8,100,26.5,25.4,43.7,,Very Light,,,,7.3,,1.11,STAEDLER,NO,NO,,,,,,,,Boat Release,36?38.527,-121?56.194
N-1344-08-S,22-Oct-08,1065-08,384,MON,TINKER/ESTES,16:31,HMSE,MON,36.621583,-121.899967,NO,Harris,Wilson Traps/ Divers,NO,NO,NO,RE-4/5-MBA 107,YES,RB-45-6265,YES,,NO,4879742740,YES,,,,,m,a,3,1,63.1,28.6,127,78.4,3,47.8,18.2,Moderate,,,,8.6,,6,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1344-08-S,22-Apr-09,1065-08,443,MON,TINKER/ESTES,14:50,HMSE,MON,,,YES,Hatfiled/Kenner,Wilson Traps/ Divers,NO,NO,NO,RE-45-107,NO,RB-45-6265,NO,476858253A,YES,4879742740,YES,167.581,Thermister,890194,,m,a,3,1,59,26.76,127.1,77.2,29,48.6,21,Moderate,,,,8.1,,7,STAEDLER,NO,NO,,,Wound on R. Flipper,,,,,MBA Davit,,
N-1375-08-S,7-Nov-08,6-409B,n/a,,TINKER/ESTES,,,,,,NO,,,NO,NO,NO,WH-45-223,NO,YE-12-6991,NO,,NO,,NO,166.409,,,,,,,,,,,,0,,,,,,,,,,,NO,NO,,,,,,,,,,
N-1380-09-S,8-Apr-09,1107-09,1,MON,TINKER/ESTES,11:59,PPE,MON,36.639817,-121.9406,NO,Hatfield,Wilson Traps/ Divers,NO,NO,NO,RE-45-MBA 184,YES,PI-45-135,YES,,NO,476D153E03,YES,,,,,m,a,2,2,64.6,29.3,124.1,77.8,27.9,48.9,24,,,,,8.4,,7,STAEDLER/MURRAY,NO,NO,,,,,,,,Boat Release,36?38.389,-121?56.436
N-1381-09-S,22-Apr-09,7-747,441,MON,TINKER/ESTES,12:00,OPE,MON,36.631167,-121.92005,NO,Kenner,Wilson Traps/ Divers,NO,YES,NO,LB-4/5-MBA 060,YES,WH-12-7,YES,,NO,476C406F56,YES,167.747,Thermister,890361,,m,a,2,4,59,26.76,125.7,78.6,29,46.6,,Moderate,,,,8.3,,10,STAEDLER,NO,NO,,,"Nose:  59# wound upper nares.  6mm erosion L upper lip.  Sm excoriation L ventral mandibular ramus, Bite wound L dorsal Manus.  Nadya tagged left flipper.",,,,,Shore Release,36?37.710,-121?55.223
N-1381-09-S,9-Jun-10,7-747,512,MON,TINKER/ESTES,12:12,OPE,MON,36.6302,-121.919583,YES,Hatfield,Wilson Traps/ Divers,NO,NO,NO,LB-4/5-MBA 060,NO,WH-12-7,NO,,NO,476C406F56,YES,167.747,Thermister,Removed,,m,a,3,3,63.9,29,127,77,29.9,46.2,17.4,Moderate,,,,8.6,,10.5,STAEDLER,NO,NO,,,Tiny pink scar on nose    Lamdoidal crest to nose: 18mm. Temple to temple: 101.18,,,,,Boat Release,36?37.812,-121?55.175
N-1386-09-S,29-Apr-09,7-722,430,MON,TINKER/ESTES,13:22,CYPG,MON,36.5784,-121.977117,NO,Weitzman,Wilson Traps/ Divers,NO,YES,NO,YE-1/2-MBA 027,YES,RB-4/5-37,YES,,NO,476C494A2F,YES,167.722,Thermister,890183,,f,a,3,3,45.9,20.8,113.9,70.6,27.5,45,,Light,,,,7.5,,5,STAEDLER,NO,NO,,,Some grizzle on chest. Pregnant upon opening,,,,,Shore Release,36?34.940,-121?58.128
N-1386-09-S,12-Jan-12,7-722,31,MON,TINKER/ESTES,11:50,CYPG,MON,36.577683,-121.976767,NO,Hatfield,Wilson Traps/ Divers,NO,YES,NO,YE-1/2-MBA 129,YES,RB-45-2,YES,,NO,476C494A2F,YES,167.722,Thermister,Removed,,f,a,3,3,40.1,18.2,112.2,70.5,27.6,43.3,,,,,,,,9,STAEDLER,NO,NO,,,,,,,,Shore Release,36?34.987,-121?58.312
N-1387-09-S,2-Sep-11,6-485,572,MON,TINKER/ESTES,10:29,MBA,MON,36.618533,-121.899283,YES,Hatfield,Wilson Traps/ Divers,NO,NO,YES,YE-4/5-MBA 103,YES,TQ-12-215,YES,,NO,476A60810,YES,166.485,Thermister,,,m,a,3,,69,31.3,129,81.5,29.5,46.2,15.6,,,,,,,9,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1387-09-S,23-Sep-14,6-485,18,MON,TINKER/ESTES,16:30,MBA,MON,36.6179,-121.89975,YES,Kenner,Wilson Traps/ Divers,NO,YES,NO,,YES,,YES,,NO,476A6008D,YES,,,,,m,o,4,1,69,31.3,130.5,80.8,31.5,44.1,20.7,,,,,,,11,YOUNG,NO,NO,,,Very Full Urinary bladder,,,,,MBA Davit,36?37.142,-121?54.039
N-1387-09-S,15-Dec-10,6-485,520,MON,TINKER/ESTES,11:21,MBA,MON,36.619667,-121.898417,YES,Tomoleoni,Wilson Traps/ Divers,NO,NO,NO,TQ-4/5-MBA 246,YES,YE-12-140,YES,,NO,476A600810,YES,166.485,Thermister,,,m,a,4,1,68.6,31.1,131.4,76.8,30.7,45.4,22,Light,,,,8.6,,6,VIENS/STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1387-09-S,29-Apr-09,6-485,432,MON,TINKER/ESTES,16:05,MBA,MON,36.619467,-121.899,NO,Ames,Dip Net - Boat,NO,NO,NO,YE-4/5-MBA 026,YES,TQ-12-345,YES,,NO,476A60081D,YES,166.485,Thermister,890340,,m,a,3,1,64.2,29.1,128.4,71,28.7,47.5,21.2,Very Light,,,,8,,6,STAEDLER,NO,NO,,,Little pink line across nose,,,,,MBA Davit,36?37.142,-121?54.039
N-1387-09-S,27-Apr-10,6-485,544,MON,TINKER/ESTES,10:40,MBA,MON,36.6181,-121.9009,YES,Hatfield,Wilson Traps/ Divers,NO,NO,NO,YE-4/5-MBA 147,YES,TQ-12-232,YES,,NO,476A60081D,YES,166.485,Thermister,removed,,m,a,3,1,68.1,30.9,130.2,73,29.3,48.5,18.4,Light,,,,8.4,,7,STAEDLER,NO,NO,,,Lambdoidal crest to nore: 19.5 cm Temple to templ 112.4 mm,,,,,MBA Davit,36?37.142,-121?54.039
N-1388-09-S,28-May-09,5-446,433,MON,TINKER/ESTES,10:15,BER,MON,36.62425,-121.910417,NO,Kenner,Wilson Traps/ Divers,NO,NO,NO,OR-12-6770,YES,WH-45-232,YES,,NO,476D0B6731,YES,165.446,Thermister,890195,,f,a,3,4,38.1,17.3,121,73.4,30.8,46.3,,Light,,,,7.3,,8,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1388-09-S,1-Sep-11,5-446,589,MON,TINKER/ESTES,11:40,OPE,MON,36.6307,-121.918567,YES,Weitzman,Wilson Traps/ Divers,NO,NO,NO,OR-1/2-MBA 047,YES,WH-45-103,YES,,NO,476DOB6731,YES,165.446,Thermister,removed,,f,a,3,4,47.4,21.5,121.7,77.5,30.4,49.8,,,,,,,,9,MURRAY,NO,NO,3,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1389-09-S,28-May-09,5-044,434,MON,TINKER/ESTES,12:20,PPE,MON,36.635683,-121.94495,NO,Kenner,Wilson Traps/ Divers,NO,YES,NO,PI-3/4-MBA 113,YES,CH-12-168,YES,,NO,477A2F6359,YES,165.044,Thermister,890376,,m,a,2,2,52.9,24,122.1,77,28.9,47.7,17.2,Very Light,,,,8,,4,STAEDLER,NO,NO,,,Right rear 4/5 1cm slash/ Left rear 4/5 2.5cm slash,,,,,Boat Release,36?38.141,-121?56.697
N-1390-09-S,28-May-09,5-069,435,MON,TINKER/ESTES,12:20,PPE,MON,36.640767,-121.935033,NO,Kenner,Wilson Traps/ Divers,NO,YES,NO,YE-12-MBA 049,YES,OR-12-6772,YES,,NO,476C1A0 179,NO,165.069,Thermister,890364,,f,s,1,1,31.1,14.1,107.8,60,28,41.6,,Very Light,,,,6.7,,2.5,STAEDLER,NO,NO,,,,,,,,Boat Release,36?38.446,-121?56.102
N-1390-09-S,28-Oct-10,5-069,518,MON,TINKER/ESTES,10:52,OPE,MON,36.631,-121.915517,YES,Hatfield,Wilson Traps/ Divers,NO,NO,NO,YE-1/2-MBA 027,YES,OR-12-184,YES,,NO,476C1A0179,YES,165.069,Thermister,removed,captured for TDR removal,f,a,1,3,31.7,14.4,113.5,65.9,29.9,43.3,,Very Light,,,,7,,4,STAEDLER,NO,NO,,,Lambdoidal crest to nose: 17 mm; Temple to Temple: 902.28 mm,,,,,Boat Release,N 36?37.860,W 121?54.931
N-1391-09-S,28-May-09,5-369,436,MON,TINKER/ESTES,13:45,CYPG,MON,36.577917,-121.9771,NO,Ames,Wilson Traps/ Divers,NO,NO,NO,TQ-4/5-MBA 318,YES,YE-45-6982,YES,,NO,473 452 713E,YES,165.369,Thermister,890344,,m,a,2,1,54.2,24.6,123,73.4,29.7,45.9,17,Very Light,,,,8,,5,STAEDLER,NO,NO,,,Right flipper- wound outside edge. Wound on bridge of nose. Small wounds 2/3 digit and 3 digit of dorsal side right flipper,,,,,Shore Release,36?35.002,-121?58.344
N-1392-09-S,9-Jun-09,6-118,437,MON,TINKER/ESTES,11:00,BIRN,MON,36.592633,-121.966217,NO,Hatfield,Wilson Traps/ Divers,NO,NO,NO,TQ-1/2-MBA 316,YES,PI-45-118,YES,,NO,476B6F2E7C,YES,166.118,Thermister,890351,,f,s,1,1,37,16.8,111.5,64.7,27.4,41.2,,Very Light,,,,7.2,,2,STAEDLER,NO,NO,,,,,,,,Shore Release,36?35.668,-121?57.659
N-1393-09-S,9-Jun-09,1120-09,439,Mon,TINKER/ESTES,15:20,CYPG,MON,36.575933,-121.97495,NO,Harris/Hatfield,Wilson Traps/ Divers,NO,NO,YES,OR-12-6774,NO,OR-12-6775,NO,,NO,48084B7071,YES,,,,,f,a,3,3,47.2,21.4,123.1,72,31.4,48.5,,Moderate,,,,7.8,,8,STAEDLER,NO,NO,,,palpably pregnant - 2/3 - 3/4 term,,,,,Shore Release,,
N-1395-09-S,1-Sep-11,6-168,592,MON,TINKER/ESTES,14:45,OPW,MON,36.634767,-121.921,NO,Hatfield,Wilson Traps/ Divers,NO,NO,YES,TQ-1/2-MBA 212,YES,TQ-12-214,YES,,NO,4A3FOEOF54,YES,166.168,Thermister,890367,,f,a,2,3,44.8,20.3,117,70.5,29,45.5,,,,,,,,8,STAEDLER,NO,NO,,,"Palpably pregnant, approx. 1/2 to 1/3 term. Fetal swelling approx. 4cm x 8cm",,,,,MBA Davit,36?37.142,-121?54.039
N-1395-09-S,7-Oct-10,6-168,515,MON,TINKER/ESTES,16:01,OPW,MON,36.6338,-121.9193,YES,Hatfield,Wilson Traps/ Divers,NO,NO,YES,TQ-1/2-MBA 322,NO,TQ-1/2-MBA 323,NO,,NO,4A3F0EOF54,YES,166.168,Thermister,890367,Very pregnant - no TDR removed this time; released off MBA davit,f,a,3,2,53.6,24.3,116.4,75,27.3,46.6,,Light,,,,7.6,,6,MURRAY,NO,NO,,,Rotund   aka hence the new name Rotunda; Lambdoidal crest to nose = 16.3mm; Temple to Temple = 380.74 mm,,,,,,36?37.142,-121?54.039
N-1395-09-S,10-Jun-09,6-168,443,MON,TINKER/ESTES,14:00,PTJW,MON,36.614917,-121.949,NO,Harris,Wilson Traps/ Divers,NO,YES,NO,TQ-1/2-MBA 322,YES,TQ-12-323,YES,,NO,4A3F0E0F54 NT,YES,166.168,Thermister,890367,Lost other otter.,f,a,2,3,39.2,17.8,116.1,68.5,33,45.7,,Very Light,,,,6.8,,4,VIENS/STAEDLER,NO,NO,,,,,,,,Boat Release,36?36.895,-121?56.940
N-1395-09-S,1-Jul-14,6-168,14,MON,TINKER/ESTES,12:35,PPE,MON,36.6396,-121.935117,YES,Hatfield,Wilson Traps/ Divers,NO,NO,YES,,YES,,YES,,NO,4A3FOEOF54,YES,165.033,,removed,,f,a,3,3,44.8,20.3,117,71.1,28.5,42.7,,,,,,,,8,YOUNG,NO,NO,,,"Murray told Staedler that she was pregant, but still in early stage.",,,,,MBA Davit,36§37.142,-121§54.039
N-1396-09-S,10-Jun-09,6-493,445,MON,TINKER/ESTES,16:38,PPE,MON,36.638833,-121.93615,NO,Kenner,Wilson Traps/ Divers,NO,YES,NO,TQ-12-326,YES,LG-4/5-85,YES,,NO,4A3D736922 NT,YES,166.493,Thermister,890352,,f,a,1,5,37.9,17.2,115.5,67.5,29.9,43,,Moderate,,,,7.1,,4,STAEDLER,NO,NO,,,"Chunk of her nose missing, some pink on nose.",,,,,Shore Release,36?38.223,-121?56.098
N-1396-09-S,2-Sep-11,6-493,528,MON,TINKER/ESTES,11:10,LUCA,MON,36.6353,-121.922033,YES,Weitzman,Wilson Traps/ Divers,NO,YES,NO,TQ-1/2-MBA 216,YES,LG-4/5-72,YES,4A3D736922,YES,,NO,166.493,Thermister,removed,,f,a,1,3,40.8,18.5,116.2,70,29.2,42.7,,,,,,,,6,,NO,NO,,,measured left paw not right,,,,,Boat Release,36?38.101,-121?55.322
N-1397-09-S,16-Jun-09,6-359,446,MON,TINKER/ESTES,9:30,MOSS,MON,36.610567,-121.95405,NO,Weitzman,Wilson Traps/ Divers,NO,NO,NO,TQ-1/2-MBA 328,YES,OR-45-6756,YES,,NO,477173641B,YES,166.359,Thermister,890188,,f,s,1,3,37.9,17.2,116.5,67.6,28.3,40.7,,Very Light,,,,6.9,,3,STAEDLER,NO,NO,,,Lower left canine recently broken,,,,,Shore Release,36?36.645,-121?56.920
N-1398-09-S,2-Jul-15,6-381,43,MON,TINKER/ESTES,12:16,MBIN,MON,36.6133,-121.895967,YES,Tomoleoni,Wilson Traps/ Divers,NO,NO,YES,,YES,,YES,,NO,477A5E2500,YES,,,,,f,o,4,2,63.5,28.8,122.6,84.6,29.5,44.1,,,,,,,,12,FUJII,NO,NO,,,"Palpably pregnant. Near Term. Fetus skull on left side, fetus partially in delivery direction.Milk Present. X-ray= single fully developed fetus on left",,,,,MBA Davit,,
N-1398-09-S,16-Jun-09,6-381,447,MON,TINKER/ESTES,11:05,MBA,MON,36.62095,-121.898567,NO,Ames,Wilson Traps/ Divers,NO,NO,NO,TQ-1/2-MBA 338,YES,LB-45-6168,YES,,NO,477A5E2500,YES,166.381,Thermister,890185,,f,a,3,3,47.8,21.7,122.1,73.6,30.5,43.5,,Very Light,,,,6.7,,6,STAEDLER,NO,NO,,,"Frosted ""toe"" fur",,,,,MBA Davit,36?37.142,-121?54.039
N-1398-09-S,11-Nov-12,6-381,24,MON,TINKER/ESTES,12:04,DLMT,MON,36.603367,-121.881383,YES,Tomoleoni,Wilson Traps/ Divers,NO,NO,NO,,YES,,YES,,NO,477A5E2500,YES,166.381,Thermister,Removed,,f,a,4,3,47.4,21.5,123,77,29.5,44.7,,,,,,,,8.5,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1399-09-S,29-Jul-10,6-131,549,MON,TINKER/ESTES,9:59,Berwick,MON,36.633683,-121.91085,YES,Hatfield,Wilson Traps/ Divers,NO,NO,NO,TQ-1/2-MBA 206,NO,CH-45-143,NO,,NO,4769371E2C,YES,166.131,Thermister,,Otter was caught for explant - however capture processing team at that time did not realize she already had  it removed;,f,a,3,,47.8,21.7,119.3,75,28.9,46.5,,Moderate,,,,7.4,,10,VIENS,NO,NO,,,,,,,,Tank Release,36?37.126,-121?54.160
N-1399-09-S,16-Jun-09,6-131,448,MON,TINKER/ESTES,13:07,MBIN,MON,36.612667,-121.895,NO,Hatfield,Wilson Traps/ Divers,NO,NO,NO,TQ-1/2-MBA 329,YES,CH-4/5-45,YES,,NO,4769371E2C,YES,166.131,Thermister,890395,,f,a,3,2,43.2,19.6,120.1,72,28.2,43,,Heavy,,,,7.2,,9,STAEDLER,NO,NO,,,Missing left 5th digit,,,,,Boat Release,36?36.760,-121?53.700
N-1399-09-S,8-Jun-10,6-131,551,MON,TINKER/ESTES,14:50,ELTO,MON,36.616817,-121.897483,YES,Hatfield,Wilson Traps/ Divers,NO,NO,NO,TQ-1/2-MBA 206,YES,CH-45-143,YES,,NO,4769371E2C,YES,166.131,Thermister,Removed,,f,a,4,3,45.4,20.6,121.8,69.7,31.5,46.4,,Light,,,,7.5,,10,STAEDLER,NO,NO,,,Lambdoidal crest to nose: 17.5mm     Temple to temple: 97.88mm    Nasal mites. Muco purulent ocular discharge O.S.,,,,,MBA Davit,36?37.142,-121?54.039
N-1400-09-S,16-Jun-09,6-268,449,MON,TINKER/ESTES,16:48,OPW,MON,36.633683,-121.918917,NO,Hatfield,Wilson Traps/ Divers,NO,NO,NO,TQ-1/2-MBA 033,YES,PU-4/5-28,YES,,NO,4778214232,YES,166.268,Thermister,890366,Pre-capture behavior showed otter swimming and grooming with uncoordinated movements.,f,a,2,3,42.8,19.4,115.5,69.2,28.1,43.1,,Heavy,,,,7.1,,7,STAEDLER,NO,NO,,,Held overnight at MBA,,,,,,,
N-1400-09-S,18-Jun-09,6-268,n/a,MON,TINKER/ESTES,,MBA,MON,,,NO,Staedler,Dip Net - Rehab Tank,NO,NO,NO,,YES,,NO,,NO,4778214232,YES,166.268,Thermister,890366,Captured on 6/16/09 and placed in MBA Tank after surgery,f,,,,,,,,,,,,,,,,,,,NO,NO,,,See form from 6/16/09 for details,,,,,Shore Release,36?37.848,-121?55.334
N-1400-09-S,7-Jun-10,6-268,508,MON,TINKER/ESTES,12:45,ELTO,MON,36.61765,-121.897883,YES,Hatfield,Wilson Traps/ Divers,NO,YES,NO,TQ-1/2-MBA 202,YES,PU-4/5-16,YES,,NO,4778214232,YES,166.268,Thermister,Removed,,f,a,2,3,43.2,19.6,117,75.2,30,42.8,,Light,,,,7.4,,5.5,VIENS,NO,NO,,,Lambdoidal crest to nose : 15.14mm      Temple to Temple: 95.67mm    Has history of poor recovery.,,,,,MBA Davit,36?37.142,-121?54.039
N-1400-09-S,3-Apr-13,6-268,n/a,MON,TINKER/ESTES,16:34,MBA,MON,36.619083,-121.89985,YES,Kenner,Wilson Traps/ Divers,NO,NO,NO,,YES,,YES,,NO,4778214232,YES,166.268,Thermister,removed,,f,a,3,4,42.8,19.4,115.9,,29.5,42.7,,,,,,,,11,STAEDLER,NO,NO,,,probably pregnant but fetus not pallable,,,,,MBA Davit,36?37.142,-121?54.039
N-1401-09-S,17-Jun-09,7-633,450,MON,TINKER/ESTES,10:50,CYPG,MON,36.57805,-121.9771,NO,Hatfield,Wilson Traps/ Divers,NO,YES,NO,TQ-1/2-MBA 341,YES,WH-12-227,YES,,NO,47740D1716,YES,167.633,Thermister,890191,,f,a,2,3,40.6,18.4,113.1,67,29.2,41.9,,Very Light,,Upper left canine piece found in capture box after shaking her out of kennel,,6.9,,5.5,MURRAY,NO,NO,,,Upper L canine piece found in capture box after shaking her out of Kennel,,,,,Shore Release,36?35.011,-121?58.280
N-1401-09-S,28-Jul-10,7-633,448,MON,TINKER/ESTES,11:22,CYPG,MON,36.5784,-121.97735,YES,Kenner,Wilson Traps/ Divers,NO,YES,NO,TQ-1/2-MBA 230,YES,WH-12-237,YES,,NO,47740D1716,YES,167.633,Thermister,removed,,f,a,2,3,39.2,17.8,114,69,28.9,42.6,,Light,,,,6.7,FX UP L C,6.5,STAEDLER,NO,NO,,,,,,,,Boat Release,36?34.704,-121?58.641
N-1402-09-S,17-Jun-09,1132-09,451,MON,TINKER/ESTES,10:50,CYPG,MON,36.5784,-121.97735,NO,Hatfield/ Weitzman,Wilson Traps/ Divers,NO,YES,YES,PI-12-142,YES,LB-45-6173,YES,,NO,47676E1E43,YES,,,,W/ 1128-09,f,a,3,3,47,21.3,116.5,70,27.2,45.2,,Light,,,,7.1,,6,STAEDLER,NO,NO,,,,,,,,Shore Release,3 6?35.011,1 21?58.280
N-1404-09-S,3-Feb-11,5-349,525,MON,TINKER/ESTES,13:01,OPE,MON,36.6343,-121.9191,YES,Hatfield,Wilson Traps/ Divers,NO,YES,NO,TQ-2/3-MBA 247,YES,WH-34-111,YES,47773A5241,YES,47773A5241,YES,165.349,Thermister,,,f,a,2,2,44.5,20.2,117.8,77,27.6,43.1,,Moderate,,,,,,6.5,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1404-09-S,22-Apr-09,5-349,442,MON,TINKER/ESTES,12:00,OPE,MON,36.6314,-121.9204,NO,Hatfield,Wilson Traps/ Divers,NO,YES,NO,TQ-1/2-MBA 347,YES,WH-45-226,YES,,NO,47773A5241,YES,165.349,Thermister,890182,,f,a,1,4,38,17.24,116.4,71.2,28,43.4,,Heavy,,,,7.1,,9,STAEDLER,NO,NO,,,Nadya tagged left flipper.  R Paw digit 2 - broken nail.,,,,,Boat Release,36?37.884,-121?55.224
